account,device_type,log_date,device,unit,value,comment
681e3c0d5571c3cd6e0f082c,cerradura,fed0b7b2-1afa-11f0-91bc-7e1d47f5dfbf,fa7f30f8-88a6-51bf-ab9b-cbb5022e2849,hora_apertura,2025-04-17 08:36:56.772293,
681e3c0d5571c3cd6e0f082c,cerradura,8ac2fdb2-1b54-11f0-bf08-7db625327553,c8eece64-dbce-50ab-a38c-0e3c22251806,intentos_forcejeo,,
681e3c0d5571c3cd6e0f082c,cerradura,6706a5b2-1ac9-11f0-b2c8-2f937cb49f80,c8eece64-dbce-50ab-a38c-0e3c22251806,hora_apertura,2025-04-16 23:26:56.772293,
681e3c0d5571c3cd6e0f082c,cerradura,32412fb2-1b57-11f0-98a1-9eaa515f7b71,a9c66bca-fbe3-5f79-b3b4-9473d4cefdf5,intentos_forcejeo,,
681e3c0d5571c3cd6e0f082c,cerradura,1d7087b2-1ad6-11f0-9ca4-2ed40c5301f9,a9c66bca-fbe3-5f79-b3b4-9473d4cefdf5,hora_apertura,2025-04-16 15:18:56.772293,
681e3c0d5571c3cd6e0f082c,cerradura,8e9f51b2-1b4d-11f0-92e0-5835472c79bd,8cbd7865-b98e-5240-92ba-b378474ad5f4,intentos_forcejeo,,
681e3c0d5571c3cd6e0f082c,cerradura,8c8fbfb2-1b5a-11f0-8989-a9addb726689,8cbd7865-b98e-5240-92ba-b378474ad5f4,hora_apertura,2025-04-17 02:09:56.772293,
681e3c0d5571c3cd6e0f082c,aspiradora,12dfddb2-1b2a-11f0-8707-fb1632f0573d,672095d0-bb85-5ce5-8e41-7bdf0ce09dc8,kWh,0.597,
681e3c0d5571c3cd6e0f082c,aspiradora,59a4e7b2-1ad8-11f0-b8e3-8e0d2a9c2969,672095d0-bb85-5ce5-8e41-7bdf0ce09dc8,ruta,sala principal,
681e3c0d5571c3cd6e0f082c,aspiradora,3e5bcbb2-1b1c-11f0-ad10-034300e546dc,672095d0-bb85-5ce5-8e41-7bdf0ce09dc8,state,encendido,
681e3c0d5571c3cd6e0f082c,refrigerador,1a9885b2-1b1c-11f0-a302-f166394d8fd0,9c246dc7-1555-5ac3-8f52-b3eb809fd76e,kWh,0.467,
681e3c0d5571c3cd6e0f082c,refrigerador,a691b9b2-1aea-11f0-8341-3509bf6f41bf,9c246dc7-1555-5ac3-8f52-b3eb809fd76e,celsius,29.5,
681e3c0d5571c3cd6e0f082c,refrigerador,ec4495b2-1b6f-11f0-af38-83e4aa362f4d,9c246dc7-1555-5ac3-8f52-b3eb809fd76e,door_open_time,00:54,
681e3c0d5571c3cd6e0f082c,refrigerador,b1dcf7b2-1b73-11f0-80b3-9acefac66fda,5a62d117-0779-55eb-88fd-7d6b3233f87f,kWh,0.36,
681e3c0d5571c3cd6e0f082c,refrigerador,aec913b2-1b41-11f0-88d9-4ea147b8d1a5,5a62d117-0779-55eb-88fd-7d6b3233f87f,celsius,26.3,
681e3c0d5571c3cd6e0f082c,refrigerador,95d947b2-1ada-11f0-af15-3d0833b31763,5a62d117-0779-55eb-88fd-7d6b3233f87f,door_open_time,07:49,
681e3c0d5571c3cd6e0f0882,aire_acondicionado,6e39adb2-1ae1-11f0-b6ee-52622fa4f02a,09f3acbe-838e-52c3-9382-b758e4d7ab4d,celsius,29.8,
681e3c0d5571c3cd6e0f0882,aire_acondicionado,210a0bb2-1ae2-11f0-bfd7-6ffc24f6ce73,09f3acbe-838e-52c3-9382-b758e4d7ab4d,kWh,1.909,
681e3c0d5571c3cd6e0f0882,aire_acondicionado,bb694fb2-1ae0-11f0-809a-28ddc52c19df,09f3acbe-838e-52c3-9382-b758e4d7ab4d,locacion,cocina,
681e3c0d5571c3cd6e0f0882,aire_acondicionado,47e135b2-1b14-11f0-9636-6ef55c5379e9,09f3acbe-838e-52c3-9382-b758e4d7ab4d,state,error,
681e3c0d5571c3cd6e0f0882,aire_acondicionado,907301b2-1ac8-11f0-ab80-89ebcd746a10,09f3acbe-838e-52c3-9382-b758e4d7ab4d,on_time,08:50,
681e3c0d5571c3cd6e0f0882,bombilla,8ac9ebb2-1ac9-11f0-9982-c1544580f23d,4d243ce0-5c74-52f6-bb4b-bda6bd0e8562,kWh,0.009,
681e3c0d5571c3cd6e0f0882,bombilla,abb52fb2-1b0f-11f0-ad82-197b0765c4ad,4d243ce0-5c74-52f6-bb4b-bda6bd0e8562,state,apagado,
681e3c0d5571c3cd6e0f0882,bombilla,7ce28db2-1afe-11f0-94eb-341ea7c66682,4d243ce0-5c74-52f6-bb4b-bda6bd0e8562,on_time,03:56,
681e3c0d5571c3cd6e0f0882,bombilla,37ea45b2-1b56-11f0-bbb6-5743d3f191e5,54ed5376-b4bd-5b4a-99cb-72ede5d12a2c,kWh,0.011,
681e3c0d5571c3cd6e0f0882,bombilla,b84e7db2-1b39-11f0-a166-3dbd103f87b9,54ed5376-b4bd-5b4a-99cb-72ede5d12a2c,state,standby,
681e3c0d5571c3cd6e0f0882,bombilla,8520d5b2-1aca-11f0-9a77-49421350adda,54ed5376-b4bd-5b4a-99cb-72ede5d12a2c,on_time,01:27,
681e3c0d5571c3cd6e0f0882,bombilla,820603b2-1b23-11f0-b204-2c336f6ba031,49a99a67-2fee-5754-8b9a-de705a5a8384,kWh,0.005,
681e3c0d5571c3cd6e0f0882,bombilla,6cafbbb2-1ac8-11f0-8cf1-fe8e7d2ccd53,49a99a67-2fee-5754-8b9a-de705a5a8384,state,error,
681e3c0d5571c3cd6e0f0882,bombilla,43c211b2-1b2e-11f0-b84b-772273603899,49a99a67-2fee-5754-8b9a-de705a5a8384,on_time,01:37,
681e3c0d5571c3cd6e0f0882,bombilla,3d935bb2-1b55-11f0-bbac-09f6e4237e6b,70f80fd4-0a53-542f-b17b-304590868098,kWh,0.012,
681e3c0d5571c3cd6e0f0882,bombilla,690f49b2-1b47-11f0-b7b7-317297db2f7d,70f80fd4-0a53-542f-b17b-304590868098,state,apagado,
681e3c0d5571c3cd6e0f0882,bombilla,972069b2-1b06-11f0-8f53-c209f1c7a8fc,70f80fd4-0a53-542f-b17b-304590868098,on_time,07:33,
681e3c0d5571c3cd6e0f0882,bombilla,43435fb2-1ac9-11f0-b11d-58a52dac90d0,e2563405-7f14-5f66-b008-33a2fb6aafab,kWh,0.014,
681e3c0d5571c3cd6e0f0882,bombilla,7b947db2-1b5d-11f0-afbb-5543ee48aab1,e2563405-7f14-5f66-b008-33a2fb6aafab,state,modo eco,
681e3c0d5571c3cd6e0f0882,bombilla,d5a72bb2-1ae8-11f0-b385-fb2bfed9fcae,e2563405-7f14-5f66-b008-33a2fb6aafab,on_time,08:29,
681e3c0d5571c3cd6e0f0882,bombilla,52f091b2-1b25-11f0-8bcf-22eebb56c94c,a857358a-93c7-5859-90e1-54215f707e80,kWh,0.007,
681e3c0d5571c3cd6e0f0882,bombilla,fdc577b2-1b46-11f0-9305-5ef0d9511fa3,a857358a-93c7-5859-90e1-54215f707e80,state,standby,
681e3c0d5571c3cd6e0f0882,bombilla,961529b2-1b52-11f0-8140-0124f8f97dee,a857358a-93c7-5859-90e1-54215f707e80,on_time,07:03,
681e3c0d5571c3cd6e0f0882,cerradura,2e6bc9b2-1ad3-11f0-b573-47144edcb5a5,b5f84824-9b1f-5ed3-b949-4360957ea88e,intentos_forcejeo,,
681e3c0d5571c3cd6e0f0882,cerradura,b0d8a5b2-1b34-11f0-bede-92604b62ea9b,b5f84824-9b1f-5ed3-b949-4360957ea88e,hora_apertura,2025-04-16 17:57:56.772293,
681e3c0d5571c3cd6e0f0882,cerradura,15750fb2-1af7-11f0-95b6-200b65d06267,fc0262a3-cae3-5c82-980f-6a142586681d,intentos_forcejeo,,
681e3c0d5571c3cd6e0f0882,cerradura,21cb8db2-1b34-11f0-8ec5-3ec955992a44,fc0262a3-cae3-5c82-980f-6a142586681d,hora_apertura,2025-04-17 01:56:56.772293,
681e3c0d5571c3cd6e0f0882,cerradura,f8a201b2-1b21-11f0-ba4a-f4dd5fdbcbee,36c8d638-8225-5778-9f13-5a9340cf5f55,intentos_forcejeo,,
681e3c0d5571c3cd6e0f0882,cerradura,5cb8cbb2-1b0a-11f0-ac37-d80b37abe14f,36c8d638-8225-5778-9f13-5a9340cf5f55,hora_apertura,2025-04-17 00:46:56.772293,
681e3c0d5571c3cd6e0f0882,aspiradora,28c2b3b2-1ad4-11f0-ac0c-8ebd0c6c3f58,622bffd3-89df-5b09-9326-35d16280e4fa,kWh,0.774,
681e3c0d5571c3cd6e0f0882,aspiradora,cca073b2-1b55-11f0-9e4b-07c1f77f70f6,622bffd3-89df-5b09-9326-35d16280e4fa,ruta,habitaciones,
681e3c0d5571c3cd6e0f0882,aspiradora,958f89b2-1b78-11f0-b7c3-c6073bde59f6,622bffd3-89df-5b09-9326-35d16280e4fa,state,error,
681e3c0d5571c3cd6e0f0882,refrigerador,b095d5b2-1b47-11f0-b9d6-4f3b244647e6,df91e880-6c14-590d-8afa-95121adb15d5,kWh,0.406,
681e3c0d5571c3cd6e0f0882,refrigerador,f1f499b2-1ae3-11f0-9f90-9257d4b0f3b9,df91e880-6c14-590d-8afa-95121adb15d5,celsius,29.2,
681e3c0d5571c3cd6e0f0882,refrigerador,085621b2-1af3-11f0-83fa-43de2f992fc6,df91e880-6c14-590d-8afa-95121adb15d5,door_open_time,06:15,
681e3c0d5571c3cd6e0f08e2,bombilla,ba5e0fb2-1b2c-11f0-95cc-b002b3fafce4,52163fa5-f4b8-521c-90db-8343af3dd3d7,kWh,0.007,
681e3c0d5571c3cd6e0f08e2,bombilla,bf8185b2-1b51-11f0-bf45-e7b04cea8e5f,52163fa5-f4b8-521c-90db-8343af3dd3d7,state,error,
681e3c0d5571c3cd6e0f08e2,bombilla,c14e47b2-1b57-11f0-a4e0-8cf73fac17d7,52163fa5-f4b8-521c-90db-8343af3dd3d7,on_time,03:50,
681e3c0d5571c3cd6e0f08e2,bombilla,1a19d3b2-1ab7-11f0-ac5d-defb5bf4ee41,2b444b66-dc96-5d14-9abe-b5735ee2da9d,kWh,0.011,
681e3c0d5571c3cd6e0f08e2,bombilla,ceb6f3b2-1abd-11f0-837f-752c95667901,2b444b66-dc96-5d14-9abe-b5735ee2da9d,state,apagado,
681e3c0d5571c3cd6e0f08e2,bombilla,eb4043b2-1b30-11f0-b269-f73d2cc330c2,2b444b66-dc96-5d14-9abe-b5735ee2da9d,on_time,10:29,
681e3c0d5571c3cd6e0f0910,aire_acondicionado,8fe673b2-1b79-11f0-840d-e2dfbc4908ff,1ed9271e-e9af-5c38-b86d-d47ecc7011d1,celsius,25.8,
681e3c0d5571c3cd6e0f0910,aire_acondicionado,65b895b2-1b28-11f0-98f7-a260c885181d,1ed9271e-e9af-5c38-b86d-d47ecc7011d1,kWh,1.396,
681e3c0d5571c3cd6e0f0910,aire_acondicionado,3a7f77b2-1b23-11f0-8594-49b5a66ad283,1ed9271e-e9af-5c38-b86d-d47ecc7011d1,locacion,dormitorio secundario,
681e3c0d5571c3cd6e0f0910,aire_acondicionado,30319db2-1b64-11f0-8dab-fb225b618e5a,1ed9271e-e9af-5c38-b86d-d47ecc7011d1,state,apagado,
681e3c0d5571c3cd6e0f0910,aire_acondicionado,708521b2-1b4c-11f0-a4e0-334426cacd67,1ed9271e-e9af-5c38-b86d-d47ecc7011d1,on_time,07:28,
681e3c0d5571c3cd6e0f0910,bombilla,6c232db2-1b79-11f0-80cb-4eff81459917,063fce6d-8d3b-5cf6-a6e4-ad3957a243f0,kWh,0.013,
681e3c0d5571c3cd6e0f0910,bombilla,e8ab11b2-1b63-11f0-9730-2b8a00b18de2,063fce6d-8d3b-5cf6-a6e4-ad3957a243f0,state,encendido,
681e3c0d5571c3cd6e0f0910,bombilla,095a73b2-1b32-11f0-a9f7-7f77aaaffeab,063fce6d-8d3b-5cf6-a6e4-ad3957a243f0,on_time,04:40,
681e3c0d5571c3cd6e0f0910,bombilla,719061b2-1b00-11f0-b570-5412162b1802,d20f9555-9b57-51eb-8103-4a8c58563fb2,kWh,0.01,
681e3c0d5571c3cd6e0f0910,bombilla,bf8185b2-1b51-11f0-b72b-ba528b16d82a,d20f9555-9b57-51eb-8103-4a8c58563fb2,state,encendido,
681e3c0d5571c3cd6e0f0910,bombilla,98678bb2-1b32-11f0-8433-46d61696b842,d20f9555-9b57-51eb-8103-4a8c58563fb2,on_time,04:29,
681e3c0d5571c3cd6e0f0910,bombilla,4af519b2-1b46-11f0-b301-4c66a2b69be4,3666344c-0764-5c09-9325-7f79ea11a200,kWh,0.008,
681e3c0d5571c3cd6e0f0910,bombilla,30319db2-1b64-11f0-af77-74d768aaa688,3666344c-0764-5c09-9325-7f79ea11a200,state,error,
681e3c0d5571c3cd6e0f0910,bombilla,9f14f3b2-1b70-11f0-bcb7-ca590f3d90fd,3666344c-0764-5c09-9325-7f79ea11a200,on_time,00:41,
681e3c0d5571c3cd6e0f0910,bombilla,f33bbbb2-1b0f-11f0-9964-82a0c9a25efd,696766c5-5584-5059-b3de-3ebdf89f9d2d,kWh,0.008,
681e3c0d5571c3cd6e0f0910,bombilla,a54a97b2-1abe-11f0-9e6f-dc8f9cebec80,696766c5-5584-5059-b3de-3ebdf89f9d2d,state,standby,
681e3c0d5571c3cd6e0f0910,bombilla,1eb7a9b2-1b02-11f0-888f-4f6762b68614,696766c5-5584-5059-b3de-3ebdf89f9d2d,on_time,07:58,
681e3c0d5571c3cd6e0f0910,bombilla,ff0c99b2-1b72-11f0-84bf-8534f11d1e9f,abf192ce-36ba-5de3-b425-4309438921da,kWh,0.012,
681e3c0d5571c3cd6e0f0910,bombilla,6db40db2-1b07-11f0-87e3-1137cba6e160,abf192ce-36ba-5de3-b425-4309438921da,state,standby,
681e3c0d5571c3cd6e0f0910,bombilla,80fac3b2-1b6f-11f0-b006-360da9bb70d2,abf192ce-36ba-5de3-b425-4309438921da,on_time,07:20,
681e3c0d5571c3cd6e0f0910,bombilla,b5b94bb2-1b6c-11f0-915d-22b34dd790e9,37d210bc-5939-5716-8911-d0bebcc78613,kWh,0.009,
681e3c0d5571c3cd6e0f0910,bombilla,2ff5bbb2-1aec-11f0-945d-b51142bb6269,37d210bc-5939-5716-8911-d0bebcc78613,state,encendido,
681e3c0d5571c3cd6e0f0910,bombilla,2c5c37b2-1ae0-11f0-9a20-e3394af11475,37d210bc-5939-5716-8911-d0bebcc78613,on_time,06:25,
681e3c0d5571c3cd6e0f0910,bombilla,a7106bb2-1b4f-11f0-a2d5-47b6850713d8,849d226d-e050-5713-bee6-67d5be4eb52e,kWh,0.011,
681e3c0d5571c3cd6e0f0910,bombilla,1e74d9b2-1b15-11f0-937b-5bf9433dadb5,849d226d-e050-5713-bee6-67d5be4eb52e,state,error,
681e3c0d5571c3cd6e0f0910,bombilla,830a55b2-1b62-11f0-94ea-2161817edb1a,849d226d-e050-5713-bee6-67d5be4eb52e,on_time,10:59,
681e3c0d5571c3cd6e0f0910,cerradura,5bf749b2-1ab8-11f0-a2bc-078c385f1e7d,021ce4b1-d4ef-542a-9d61-2660c4cf6e1a,intentos_forcejeo,,
681e3c0d5571c3cd6e0f0910,cerradura,5899a7b2-1b24-11f0-a1ea-b0528d92b9c0,021ce4b1-d4ef-542a-9d61-2660c4cf6e1a,hora_apertura,2025-04-16 14:43:56.772293,
681e3c0d5571c3cd6e0f0910,refrigerador,e55b4bb2-1ab9-11f0-8341-cbc0442c9052,7d1c8c90-2e93-5d44-8044-d7c7ce799fd4,kWh,0.495,
681e3c0d5571c3cd6e0f0910,refrigerador,bbe801b2-1b45-11f0-bf86-087714367a35,7d1c8c90-2e93-5d44-8044-d7c7ce799fd4,celsius,27.0,
681e3c0d5571c3cd6e0f0910,refrigerador,d29347b2-1ab6-11f0-b6ed-532b5e0c9ad2,7d1c8c90-2e93-5d44-8044-d7c7ce799fd4,door_open_time,05:12,
681e3c0d5571c3cd6e0f097b,bombilla,3728c3b2-1b04-11f0-a83b-1c8d402230e8,0d126882-c7c0-532a-8814-3274f7557830,kWh,0.009,
681e3c0d5571c3cd6e0f097b,bombilla,e0f269b2-1b71-11f0-8e39-e2372b6080ec,0d126882-c7c0-532a-8814-3274f7557830,state,modo eco,
681e3c0d5571c3cd6e0f097b,bombilla,47e135b2-1b14-11f0-91aa-8cc82d27b45d,0d126882-c7c0-532a-8814-3274f7557830,on_time,01:41,
681e3c0d5571c3cd6e0f097b,bombilla,dea6f5b2-1b06-11f0-af83-83709e00cc48,391e46a6-1dca-58e8-b6a7-7d923879eb9e,kWh,0.005,
681e3c0d5571c3cd6e0f097b,bombilla,581af5b2-1abf-11f0-b2a0-bb62b71940d1,391e46a6-1dca-58e8-b6a7-7d923879eb9e,state,error,
681e3c0d5571c3cd6e0f097b,bombilla,8c96adb2-1acf-11f0-9eb6-9472a6f08e1f,391e46a6-1dca-58e8-b6a7-7d923879eb9e,on_time,12:59,
681e3c0d5571c3cd6e0f097b,bombilla,23db1fb2-1b27-11f0-b13e-b79f7d5a6359,937f2181-3d75-5a51-b065-25b1eb4cbd21,kWh,0.009,
681e3c0d5571c3cd6e0f097b,bombilla,9d0561b2-1b7d-11f0-bd1e-c92dacac5734,937f2181-3d75-5a51-b065-25b1eb4cbd21,state,encendido,
681e3c0d5571c3cd6e0f097b,bombilla,1fbbfbb2-1b41-11f0-adb1-a81d443e9a3d,937f2181-3d75-5a51-b065-25b1eb4cbd21,on_time,11:25,
681e3c0d5571c3cd6e0f097b,bombilla,aa2b3db2-1af6-11f0-9df6-39feeff9c5a4,95cf2166-f1e8-50ca-955e-9f59a15653c3,kWh,0.005,
681e3c0d5571c3cd6e0f097b,bombilla,992ffbb2-1af9-11f0-9ae8-0b1ddf2cad2c,95cf2166-f1e8-50ca-955e-9f59a15653c3,state,standby,
681e3c0d5571c3cd6e0f097b,bombilla,d206b9b2-1b67-11f0-a0b6-f03a1b40b47d,95cf2166-f1e8-50ca-955e-9f59a15653c3,on_time,01:26,
681e3c0d5571c3cd6e0f097b,bombilla,307b5bb2-1ac6-11f0-8e73-d4f4e5e00197,d576645d-1313-5f36-be09-2be58f5c8836,kWh,0.007,
681e3c0d5571c3cd6e0f097b,bombilla,7f70d1b2-1b56-11f0-923e-4a174be4b973,d576645d-1313-5f36-be09-2be58f5c8836,state,standby,
681e3c0d5571c3cd6e0f097b,bombilla,d5218bb2-1b0e-11f0-bccd-fb92f2652b13,d576645d-1313-5f36-be09-2be58f5c8836,on_time,03:47,
681e3c0d5571c3cd6e0f097b,cerradura,bdbbb1b2-1ac0-11f0-8129-6f4334e5cbb5,362bff18-c349-5399-8875-f4926bb1ba09,intentos_forcejeo,,
681e3c0d5571c3cd6e0f097b,cerradura,f64f9fb2-1b41-11f0-b812-fe526bc32dbd,362bff18-c349-5399-8875-f4926bb1ba09,hora_apertura,2025-04-16 22:22:56.772293,
681e3c0d5571c3cd6e0f097b,cerradura,1adb55b2-1b09-11f0-ae5d-be675fcd05c3,0ff8763e-1168-5af8-b2c1-a7089e55e96e,intentos_forcejeo,,
681e3c0d5571c3cd6e0f097b,cerradura,4cc1dbb2-1b4c-11f0-a636-1095d215f1fc,0ff8763e-1168-5af8-b2c1-a7089e55e96e,hora_apertura,2025-04-16 20:30:56.772293,
681e3c0d5571c3cd6e0f09bc,aire_acondicionado,382d15b2-1b43-11f0-8800-ed6b3414c52c,0d5b996a-bfcb-5a9b-a9df-3541d1e6e73c,celsius,22.3,
681e3c0d5571c3cd6e0f09bc,aire_acondicionado,b11b75b2-1b21-11f0-b333-cba57f637449,0d5b996a-bfcb-5a9b-a9df-3541d1e6e73c,kWh,2.237,
681e3c0d5571c3cd6e0f09bc,aire_acondicionado,cdabb3b2-1b09-11f0-ba17-470bbf2b19c5,0d5b996a-bfcb-5a9b-a9df-3541d1e6e73c,locacion,oficina,
681e3c0d5571c3cd6e0f09bc,aire_acondicionado,97e1ebb2-1b58-11f0-8af8-a500665df8e6,0d5b996a-bfcb-5a9b-a9df-3541d1e6e73c,state,error,
681e3c0d5571c3cd6e0f09bc,aire_acondicionado,49adf7b2-1b1a-11f0-985e-4ddead32656d,0d5b996a-bfcb-5a9b-a9df-3541d1e6e73c,on_time,05:22,
681e3c0d5571c3cd6e0f09bc,bombilla,4a6f79b2-1b6c-11f0-9dd4-75817825e31a,2f316374-5379-5266-9898-09f0275cfbb5,kWh,0.011,
681e3c0d5571c3cd6e0f09bc,bombilla,bf3eb5b2-1b64-11f0-a8a8-44035ada9667,2f316374-5379-5266-9898-09f0275cfbb5,state,apagado,
681e3c0d5571c3cd6e0f09bc,bombilla,8dddcfb2-1afb-11f0-bf64-15eb476739e9,2f316374-5379-5266-9898-09f0275cfbb5,on_time,12:46,
681e3c0d5571c3cd6e0f09bc,bombilla,0a5ec5b2-1b71-11f0-b8a2-cccf1d8f9bb3,b9cebf4a-8478-5cfc-9359-420b274a2ad1,kWh,0.01,
681e3c0d5571c3cd6e0f09bc,bombilla,6d713db2-1b1a-11f0-827e-b1db0dbf5d60,b9cebf4a-8478-5cfc-9359-420b274a2ad1,state,modo eco,
681e3c0d5571c3cd6e0f09bc,bombilla,f96a71b2-1ae8-11f0-ad45-c8e2c70368c5,b9cebf4a-8478-5cfc-9359-420b274a2ad1,on_time,00:16,
681e3c0d5571c3cd6e0f09bc,bombilla,2312afb2-1b60-11f0-9cc3-796261b98aa4,56e45f34-5d9c-5777-84fa-d8a22d4071c6,kWh,0.006,
681e3c0d5571c3cd6e0f09bc,bombilla,d4debbb2-1b21-11f0-ba3f-6d3d4bafe81a,56e45f34-5d9c-5777-84fa-d8a22d4071c6,state,apagado,
681e3c0d5571c3cd6e0f09bc,bombilla,50a51db2-1aba-11f0-8866-308ff92544f6,56e45f34-5d9c-5777-84fa-d8a22d4071c6,on_time,03:45,
681e3c0d5571c3cd6e0f09bc,cerradura,a543a9b2-1b49-11f0-8256-1d4ce7f9c142,cbd7963d-656a-531a-bedb-d7244e1cf996,intentos_forcejeo,,
681e3c0d5571c3cd6e0f09bc,cerradura,448a81b2-1af5-11f0-a9cc-c8b6a64e08c0,cbd7963d-656a-531a-bedb-d7244e1cf996,hora_apertura,2025-04-17 06:47:56.772293,
681e3c0d5571c3cd6e0f09bc,cerradura,15faafb2-1ad1-11f0-8328-02605c74dd25,b325ffa8-5b4f-58bb-aae8-c51b9b45aecc,intentos_forcejeo,,
681e3c0d5571c3cd6e0f09bc,cerradura,8520d5b2-1aca-11f0-83eb-1e2800c44cdb,b325ffa8-5b4f-58bb-aae8-c51b9b45aecc,hora_apertura,2025-04-17 02:32:56.772293,
681e3c0d5571c3cd6e0f09bc,refrigerador,0d7997b2-1b18-11f0-8f55-4e8f52ae4dc1,5bfab231-15be-5d1b-88eb-dcfd8b570813,kWh,0.431,
681e3c0d5571c3cd6e0f09bc,refrigerador,6ebf4db2-1abb-11f0-ba96-808bfd0aad5c,5bfab231-15be-5d1b-88eb-dcfd8b570813,celsius,24.7,
681e3c0d5571c3cd6e0f09bc,refrigerador,6e7c7db2-1ace-11f0-95b4-b4051d87e2e2,5bfab231-15be-5d1b-88eb-dcfd8b570813,door_open_time,12:24,
681e3c0d5571c3cd6e0f09fa,bombilla,032bbdb2-1b59-11f0-bfd8-03ef0b4cc874,4d537fc0-afe1-5236-ac75-d75005f1cd9d,kWh,0.013,
681e3c0d5571c3cd6e0f09fa,bombilla,e5187bb2-1acc-11f0-94f1-cfbd219bde64,4d537fc0-afe1-5236-ac75-d75005f1cd9d,state,apagado,
681e3c0d5571c3cd6e0f09fa,bombilla,b4f7c9b2-1b1a-11f0-a127-3488cdc9ef6e,4d537fc0-afe1-5236-ac75-d75005f1cd9d,on_time,02:14,
681e3c0d5571c3cd6e0f09fa,bombilla,9fa181b2-1abf-11f0-8f0e-c51a308b5ec8,4effd430-282a-54d9-8592-b9338a401af0,kWh,0.013,
681e3c0d5571c3cd6e0f09fa,bombilla,1426ffb2-1b56-11f0-bdc0-12b9bf14ed23,4effd430-282a-54d9-8592-b9338a401af0,state,apagado,
681e3c0d5571c3cd6e0f09fa,bombilla,76b3d7b2-1b25-11f0-a8ec-e62030899c0e,4effd430-282a-54d9-8592-b9338a401af0,on_time,08:59,
681e3c0d5571c3cd6e0f09fa,bombilla,9f14f3b2-1b70-11f0-8a38-04462316769c,899ed8d0-3516-55a9-9639-a2febdd4754f,kWh,0.012,
681e3c0d5571c3cd6e0f09fa,bombilla,b7c8ddb2-1b5f-11f0-b534-25ddc8df1365,899ed8d0-3516-55a9-9639-a2febdd4754f,state,encendido,
681e3c0d5571c3cd6e0f09fa,bombilla,75a897b2-1b71-11f0-b245-a600e23e860f,899ed8d0-3516-55a9-9639-a2febdd4754f,on_time,06:55,
681e3c0d5571c3cd6e0f09fa,bombilla,c77cfdb2-1b30-11f0-b762-16626f89a51d,dd71d822-1215-5a98-a999-2f43b01beac6,kWh,0.015,
681e3c0d5571c3cd6e0f09fa,bombilla,b226b5b2-1ad5-11f0-b523-06716e95b784,dd71d822-1215-5a98-a999-2f43b01beac6,state,encendido,
681e3c0d5571c3cd6e0f09fa,bombilla,b0d8a5b2-1b34-11f0-a1c3-38c2784d33fd,dd71d822-1215-5a98-a999-2f43b01beac6,on_time,04:18,
681e3c0d5571c3cd6e0f09fa,bombilla,61dc41b2-1b2f-11f0-b76e-84e3a598250d,6aaf46a6-8322-5b48-aae9-436cf0e349e5,kWh,0.014,
681e3c0d5571c3cd6e0f09fa,bombilla,a8e41bb2-1aca-11f0-b119-528a22d7149b,6aaf46a6-8322-5b48-aae9-436cf0e349e5,state,standby,
681e3c0d5571c3cd6e0f09fa,bombilla,b36dd7b2-1b01-11f0-a672-89c859ea62b9,6aaf46a6-8322-5b48-aae9-436cf0e349e5,on_time,03:50,
681e3c0d5571c3cd6e0f09fa,bombilla,599df9b2-1b63-11f0-a313-cbfbaf71c47a,2a923f5a-8c0f-54d8-9533-6a7c5754e67f,kWh,0.01,
681e3c0d5571c3cd6e0f09fa,bombilla,dd5fd3b2-1ada-11f0-9d1b-ef55b782617d,2a923f5a-8c0f-54d8-9533-6a7c5754e67f,state,standby,
681e3c0d5571c3cd6e0f09fa,bombilla,43008fb2-1adc-11f0-a296-55883c066afd,2a923f5a-8c0f-54d8-9533-6a7c5754e67f,on_time,05:11,
681e3c0d5571c3cd6e0f09fa,cerradura,15323fb2-1b0a-11f0-882e-26b63100c0be,a33164f1-8226-5d48-9986-509aab711506,intentos_forcejeo,4,
681e3c0d5571c3cd6e0f09fa,cerradura,287fe3b2-1ae7-11f0-b9db-ebc9576e3971,a33164f1-8226-5d48-9986-509aab711506,hora_apertura,2025-04-17 01:01:56.772293,
681e3c0d5571c3cd6e0f09fa,aspiradora,6539e3b2-1ac3-11f0-884e-720ce464fb01,83097a73-bcc5-5b50-913f-123f36de72cb,kWh,0.76,
681e3c0d5571c3cd6e0f09fa,aspiradora,ec8e53b2-1ad1-11f0-a11f-1b1320c6a0ba,83097a73-bcc5-5b50-913f-123f36de72cb,ruta,cocina,
681e3c0d5571c3cd6e0f09fa,aspiradora,14ac9fb2-1b30-11f0-8ce3-238222c88c70,83097a73-bcc5-5b50-913f-123f36de72cb,state,encendido,
681e3c0d5571c3cd6e0f09fa,aspiradora,eb4043b2-1b30-11f0-96e5-e8d861b9991a,b4bf920b-85b2-512f-bfd0-8430d1872891,kWh,0.418,
681e3c0d5571c3cd6e0f09fa,aspiradora,21031db2-1b6d-11f0-b95f-4c443df60535,b4bf920b-85b2-512f-bfd0-8430d1872891,ruta,personalizada,
681e3c0d5571c3cd6e0f09fa,aspiradora,8ee221b2-1b3a-11f0-900e-dacb281a4865,b4bf920b-85b2-512f-bfd0-8430d1872891,state,modo eco,
